!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9951397326852977, "ud.sym": 0.004860267314702308}
stars	{"ud.noun": 1.0}
state	{"ud.x": 0.2, "ud.propn": 0.8}
states	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
station	{"ud.noun": 0.8857142857142857, "ud.propn": 0.11428571428571428}
stationnement	{"ud.noun": 1.0}
stations	{"ud.noun": 1.0}
statistique	{"ud.adj": 0.7142857142857143, "ud.noun": 0.2857142857142857}
statistiques	{"ud.noun": 1.0}
statue	{"ud.noun": 1.0}
statues	{"ud.noun": 1.0}
statut	{"ud.noun": 1.0}
steamboat	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
stephen	{"ud.propn": 1.0}
sterling	{"ud.adj": 0.5, "ud.propn": 0.16666666666666666, "ud.noun": 0.3333333333333333}
steve	{"ud.propn": 1.0}
steven	{"ud.propn": 1.0}
stewart	{"ud.propn": 1.0}
stock	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
stockage	{"ud.noun": 1.0}
stockholm	{"ud.propn": 1.0}
stone	{"ud.propn": 1.0}
stop	{"ud.noun": 0.3333333333333333, "ud.propn": 0.3333333333333333, "ud.x": 0.3333333333333333}
stopper	{"ud.verb": 1.0}
story	{"ud.propn": 1.0}
strasbourg	{"ud.propn": 1.0}
stratégie	{"ud.noun": 1.0}
stratégies	{"ud.noun": 0.75, "ud.propn": 0.25}
stratégique	{"ud.adj": 1.0}
stratégiques	{"ud.adj": 1.0}
stream	{"ud.noun": 0.3333333333333333, "ud.x": 0.3333333333333333, "ud.propn": 0.3333333333333333}
street	{"ud.propn": 1.0}
stress	{"ud.noun": 1.0}
strictes	{"ud.adj": 1.0}
structure	{"ud.noun": 0.9666666666666667, "ud.verb": 0.03333333333333333}
structures	{"ud.noun": 1.0}
structuré	{"ud.verb": 1.0}
stuart	{"ud.propn": 1.0}
studio	{"ud.noun": 0.8611111111111112, "ud.propn": 0.1111111111111111, "ud.x": 0.027777777777777776}
studios	{"ud.noun": 0.625, "ud.propn": 0.375}
style	{"ud.noun": 1.0}
styles	{"ud.noun": 1.0}
stéphane	{"ud.propn": 1.0}
su	{"ud.verb": 0.7857142857142857, "ud.propn": 0.21428571428571427}
subdivision	{"ud.noun": 1.0}
subi	{"ud.verb": 1.0}
subir	{"ud.verb": 1.0}
subit	{"ud.verb": 1.0}
substance	{"ud.noun": 1.0}
substitut	{"ud.noun": 1.0}
successeur	{"ud.noun": 1.0}
successeurs	{"ud.noun": 1.0}
successifs	{"ud.adj": 1.0}
succession	{"ud.noun": 1.0}
successivement	{"ud.adv": 1.0}
succède	{"ud.verb": 1.0}
succès	{"ud.noun": 1.0}
succédé	{"ud.verb": 1.0}
sucre	{"ud.noun": 1.0}
sud	{"ud.noun": 0.9787234042553191, "ud.adj": 0.014184397163120567, "ud.propn": 0.0070921985815602835}
sud-est	{"ud.noun": 0.8846153846153846, "ud.propn": 0.11538461538461539}
sud-ouest	{"ud.noun": 1.0}
sudistes	{"ud.adj": 0.3333333333333333, "ud.propn": 0.3333333333333333, "ud.noun": 0.3333333333333333}
suffisamment	{"ud.adv": 1.0}
suffisante	{"ud.adj": 1.0}
suffit	{"ud.verb": 1.0}
suffixe	{"ud.noun": 1.0}
suffrage	{"ud.noun": 1.0}
suffrages	{"ud.noun": 1.0}
suggère	{"ud.verb": 1.0}
suicide	{"ud.noun": 1.0}
suis	{"ud.aux": 0.9411764705882353, "ud.verb": 0.04411764705882353, "ud.x": 0.014705882352941176}
suisse	{"ud.adj": 0.475, "ud.propn": 0.525}
suisses	{"ud.adj": 0.75, "ud.noun": 0.25}
suit	{"ud.verb": 0.9565217391304348, "ud.propn": 0.043478260869565216}
suite	{"ud.noun": 0.6287878787878788, "ud.adv": 0.3712121212121212}
suites	{"ud.noun": 1.0}
suivant	{"ud.adp": 0.2391304347826087, "ud.verb": 0.2391304347826087, "ud.adj": 0.5217391304347826}
suivante	{"ud.adj": 0.9473684210526315, "ud.noun": 0.05263157894736842}
suivantes	{"ud.adj": 0.9411764705882353, "ud.noun": 0.058823529411764705}
suivants	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
suivent	{"ud.verb": 1.0}
suivi	{"ud.verb": 0.8292682926829268, "ud.noun": 0.17073170731707318}
suivie	{"ud.verb": 1.0}
suivies	{"ud.verb": 1.0}
suivirent	{"ud.verb": 1.0}
suivre	{"ud.verb": 1.0}
sujet	{"ud.noun": 1.0}
sujets	{"ud.noun": 1.0}
sul	{"ud.propn": 0.6666666666666666, "ud.adp": 0.3333333333333333}
sully	{"ud.propn": 1.0}
sunnite	{"ud.adj": 1.0}
super	{"ud.propn": 0.19444444444444445, "ud.adj": 0.6111111111111112, "ud.adv": 0.19444444444444445}
superbe	{"ud.adj": 1.0}
superficie	{"ud.noun": 1.0}
supervision	{"ud.noun": 1.0}
supplémentaire	{"ud.adj": 1.0}
supplémentaires	{"ud.adj": 1.0}
support	{"ud.noun": 1.0}
supporters	{"ud.noun": 1.0}
supports	{"ud.noun": 1.0}
suppose	{"ud.verb": 1.0}
suppression	{"ud.noun": 1.0}
supprimant	{"ud.verb": 1.0}
suprême	{"ud.adj": 1.0}
supérieur	{"ud.adj": 0.90625, "ud.noun": 0.09375}
supérieure	{"ud.adj": 1.0}
supérieures	{"ud.adj": 1.0}
supérieurs	{"ud.noun": 0.4, "ud.adj": 0.6}
supériorité	{"ud.noun": 1.0}
sur	{"ud.adp": 0.9979811574697174, "ud.adj": 0.0006729475100942127, "ud.propn": 0.0013458950201884253}
surface	{"ud.noun": 0.9615384615384616, "ud.x": 0.038461538461538464}
surfaces	{"ud.noun": 1.0}
surmonté	{"ud.verb": 1.0}
surmontée	{"ud.verb": 1.0}
surnom	{"ud.noun": 1.0}
surnommer	{"ud.verb": 1.0}
surnommé	{"ud.verb": 1.0}
surplomb	{"ud.noun": 1.0}
surplombant	{"ud.verb": 1.0}
surprend	{"ud.verb": 1.0}
surpris	{"ud.verb": 1.0}
surprise	{"ud.noun": 0.9545454545454546, "ud.adj": 0.045454545454545456}
surtout	{"ud.adv": 1.0}
surveillance	{"ud.noun": 1.0}
surveiller	{"ud.verb": 1.0}
survenus	{"ud.verb": 1.0}
survie	{"ud.noun": 1.0}
survient	{"ud.verb": 1.0}
survivants	{"ud.noun": 1.0}
survécu	{"ud.verb": 1.0}
susceptibles	{"ud.adj": 1.0}
suscite	{"ud.verb": 1.0}
sushi	{"ud.noun": 1.0}
sushis	{"ud.noun": 1.0}
suspect	{"ud.noun": 0.75, "ud.adj": 0.25}
suspecte	{"ud.verb": 0.3333333333333333, "ud.adj": 0.6666666666666666}
suspendu	{"ud.verb": 1.0}
suspension	{"ud.noun": 1.0}
sussex	{"ud.propn": 1.0}
suède	{"ud.propn": 1.0}
suédois	{"ud.adj": 0.75, "ud.propn": 0.125, "ud.noun": 0.125}
suédoise	{"ud.adj": 1.0}
swiss	{"ud.propn": 1.0}
sydney	{"ud.propn": 1.0}
sylvain	{"ud.propn": 1.0}
symbole	{"ud.noun": 1.0}
symbolique	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
symboliquement	{"ud.adv": 1.0}
sympa	{"ud.adj": 1.0}
sympas	{"ud.adj": 1.0}
sympathique	{"ud.adj": 1.0}
sympathiques	{"ud.adj": 1.0}
symptôme	{"ud.noun": 1.0}
symptômes	{"ud.noun": 1.0}
syndicat	{"ud.noun": 1.0}
syndicats	{"ud.noun": 1.0}
syndrome	{"ud.noun": 1.0}
synode	{"ud.noun": 1.0}
synthèse	{"ud.noun": 1.0}
syrie	{"ud.propn": 1.0}
syrien	{"ud.adj": 1.0}
syrienne	{"ud.adj": 1.0}
syriens	{"ud.noun": 0.5, "ud.adj": 0.5}
system	{"ud.x": 0.3333333333333333, "ud.propn": 0.6666666666666666}
système	{"ud.noun": 1.0}
systèmes	{"ud.noun": 1.0}
systématiquement	{"ud.adv": 1.0}
séance	{"ud.noun": 1.0}
séances	{"ud.noun": 1.0}
sébastien	{"ud.propn": 1.0}
sécession	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
séchage	{"ud.noun": 1.0}
sécheresse	{"ud.noun": 1.0}
sécurité	{"ud.noun": 1.0}
séisme	{"ud.noun": 1.0}
séjour	{"ud.noun": 1.0}
séjours	{"ud.noun": 1.0}
sélection	{"ud.noun": 1.0}
sélectionné	{"ud.verb": 1.0}
sélections	{"ud.noun": 1.0}
sélénium	{"ud.noun": 1.0}
sémantique	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
séminaire	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
séminaires	{"ud.noun": 1.0}
sénat	{"ud.noun": 1.0}
sénateur	{"ud.noun": 1.0}
sénateurs	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
sénégal	{"ud.propn": 1.0}
séparant	{"ud.verb": 1.0}
séparation	{"ud.noun": 1.0}
sépare	{"ud.verb": 1.0}
séparer	{"ud.verb": 1.0}
séparé	{"ud.verb": 1.0}
séparée	{"ud.verb": 1.0}
séparées	{"ud.verb": 0.5, "ud.adj": 0.5}
sépulture	{"ud.noun": 1.0}
séquence	{"ud.noun": 1.0}
série	{"ud.noun": 0.979381443298969, "ud.propn": 0.020618556701030927}
séries	{"ud.noun": 1.0}
sérieuse	{"ud.adj": 1.0}
sérieusement	{"ud.adv": 1.0}
sérieux	{"ud.noun": 0.2727272727272727, "ud.adj": 0.7272727272727273}
sévère	{"ud.adj": 1.0}
sévères	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
sôma	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
sûr	{"ud.adj": 0.6666666666666666, "ud.adv": 0.3333333333333333}
sûre	{"ud.adj": 1.0}
sûreté	{"ud.noun": 1.0}
sœur	{"ud.noun": 1.0}
sœurs	{"ud.noun": 0.875, "ud.adj": 0.125}
t	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
t'	{"ud.pron": 1.0}
tabac	{"ud.noun": 1.0}
table	{"ud.noun": 1.0}
tableau	{"ud.noun": 0.9545454545454546, "ud.propn": 0.045454545454545456}
tableaux	{"ud.noun": 1.0}
tables	{"ud.noun": 1.0}
tablettes	{"ud.noun": 1.0}
tabou	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
tache	{"ud.noun": 1.0}
taches	{"ud.noun": 1.0}
tactique	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
tag	{"ud.propn": 0.8333333333333334, "ud.x": 0.16666666666666666}
taille	{"ud.noun": 0.96875, "ud.verb": 0.03125}
talent	{"ud.noun": 1.0}
talents	{"ud.noun": 1.0}
tandis	{"ud.adv": 1.0}
tang	{"ud.propn": 1.0}
tango	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
tant	{"ud.adv": 1.0}
tantôt	{"ud.adv": 1.0}
tapas	{"ud.noun": 1.0}
tapis	{"ud.noun": 1.0}
tard	{"ud.adv": 1.0}
tardif	{"ud.adj": 1.0}
tardive	{"ud.adj": 1.0}
tardivement	{"ud.adv": 1.0}
tarif	{"ud.noun": 1.0}
tarifs	{"ud.noun": 1.0}
tarn	{"ud.propn": 1.0}
tatouage	{"ud.noun": 1.0}
tatouages	{"ud.noun": 1.0}
taupe	{"ud.noun": 1.0}
taureau	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
taux	{"ud.noun": 1.0}
taxe	{"ud.noun": 1.0}
taïwan	{"ud.propn": 1.0}
tchan	{"ud.propn": 1.0}
tchèque	{"ud.adj": 0.75, "ud.noun": 0.25}
tchéquie	{"ud.propn": 1.0}
te	{"ud.pron": 1.0}
team	{"ud.noun": 0.5384615384615384, "ud.propn": 0.46153846153846156}
techniciens	{"ud.noun": 1.0}
technique	{"ud.noun": 0.625, "ud.adj": 0.375}
techniques	{"ud.noun": 0.6071428571428571, "ud.adj": 0.39285714285714285}
technologie	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
technologies	{"ud.noun": 0.8, "ud.propn": 0.2}
technologique	{"ud.adj": 1.0}
ted	{"ud.propn": 1.0}
tel	{"ud.adj": 0.7352941176470589, "ud.det": 0.11764705882352941, "ud.pron": 0.08823529411764706, "ud.propn": 0.058823529411764705}
telle	{"ud.det": 0.24, "ud.adj": 0.68, "ud.pron": 0.08}
tellement	{"ud.adv": 1.0}
telles	{"ud.adj": 0.8947368421052632, "ud.det": 0.05263157894736842, "ud.adp": 0.05263157894736842}
tels	{"ud.adj": 0.9310344827586207, "ud.adp": 0.06896551724137931}
temple	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
temples	{"ud.noun": 1.0}
templiers	{"ud.propn": 0.8, "ud.noun": 0.2}
temporaire	{"ud.adj": 1.0}
temporairement	{"ud.adv": 1.0}
temps	{"ud.noun": 1.0}
tempérament	{"ud.noun": 1.0}
température	{"ud.noun": 1.0}
températures	{"ud.noun": 1.0}
tenait	{"ud.verb": 1.0}
tenant	{"ud.noun": 0.2857142857142857, "ud.verb": 0.7142857142857143}
tend	{"ud.verb": 1.0}
tendance	{"ud.noun": 1.0}
tendre	{"ud.verb": 1.0}
teneur	{"ud.noun": 1.0}
tenir	{"ud.verb": 1.0}
tennessee	{"ud.propn": 1.0}
tennis	{"ud.noun": 1.0}
tension	{"ud.noun": 1.0}
tensions	{"ud.noun": 1.0}
tenta	{"ud.verb": 1.0}
tentant	{"ud.verb": 0.8, "ud.adj": 0.2}
tentation	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
tentative	{"ud.noun": 1.0}
tentatives	{"ud.noun": 1.0}
tente	{"ud.verb": 0.95, "ud.noun": 0.05}
tentent	{"ud.verb": 1.0}
tenter	{"ud.verb": 1.0}
tentera	{"ud.verb": 1.0}
tentes	{"ud.noun": 1.0}
tentèrent	{"ud.verb": 1.0}
tenté	{"ud.verb": 1.0}
tenu	{"ud.verb": 1.0}
tenue	{"ud.verb": 0.6363636363636364, "ud.noun": 0.36363636363636365}
tenues	{"ud.noun": 0.3333333333333333, "ud.verb": 0.6666666666666666}
ter	{"ud.x": 0.2, "ud.adv": 0.2, "ud.noun": 0.4, "ud.propn": 0.2}
terme	{"ud.noun": 0.9830508474576272, "ud.propn": 0.01694915254237288}
termes	{"ud.noun": 1.0}
termina	{"ud.verb": 1.0}
terminant	{"ud.verb": 1.0}
termine	{"ud.verb": 1.0}
terminent	{"ud.verb": 1.0}
terminer	{"ud.verb": 1.0}
terminera	{"ud.verb": 1.0}
terminé	{"ud.verb": 1.0}
terminée	{"ud.verb": 1.0}
terra	{"ud.propn": 1.0}
terrain	{"ud.noun": 1.0}
terrains	{"ud.noun": 1.0}
terrasse	{"ud.noun": 0.8571428571428571, "ud.verb": 0.14285714285714285}
terre	{"ud.noun": 0.7457627118644068, "ud.propn": 0.2542372881355932}
terres	{"ud.noun": 0.972972972972973, "ud.propn": 0.02702702702702703}
terrestre	{"ud.adj": 1.0}
terrestres	{"ud.adj": 1.0}
terreur	{"ud.noun": 1.0}
terrible	{"ud.adj": 1.0}
territoire	{"ud.noun": 0.9625, "ud.propn": 0.0375}
territoires	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
territoriale	{"ud.adj": 1.0}
territoriales	{"ud.adj": 1.0}
terroir	{"ud.noun": 1.0}
terrorisme	{"ud.noun": 1.0}
terroriste	{"ud.adj": 0.8571428571428571, "ud.noun": 0.14285714285714285}
terroristes	{"ud.adj": 0.38461538461538464, "ud.noun": 0.6153846153846154}
tertiaire	{"ud.adj": 1.0}
tertre	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
test	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
testament	{"ud.noun": 0.75, "ud.propn": 0.25}
tester	{"ud.verb": 1.0}
tests	{"ud.noun": 1.0}
testé	{"ud.verb": 1.0}
texas	{"ud.propn": 1.0}
texte	{"ud.noun": 1.0}
textes	{"ud.noun": 1.0}
textile	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
textiles	{"ud.noun": 0.75, "ud.adj": 0.25}
tf1	{"ud.propn": 1.0}
tgv	{"ud.noun": 1.0}
thai	{"ud.propn": 0.3333333333333333, "ud.adj": 0.6666666666666666}
thaïlande	{"ud.propn": 1.0}
the	{"ud.x": 0.6347826086956522, "ud.propn": 0.2608695652173913, "ud.det": 0.10434782608695652}
thermales	{"ud.adj": 1.0}
thermodynamique	{"ud.adj": 0.75, "ud.noun": 0.25}
thierry	{"ud.propn": 1.0}
thomas	{"ud.propn": 1.0}
thor	{"ud.propn": 1.0}
thrace	{"ud.propn": 1.0}
thècle	{"ud.propn": 1.0}
thème	{"ud.noun": 1.0}
thèmes	{"ud.noun": 1.0}
thèse	{"ud.noun": 1.0}
thé	{"ud.noun": 1.0}
théodore	{"ud.propn": 1.0}
théologie	{"ud.noun": 1.0}
théologien	{"ud.noun": 1.0}
théorie	{"ud.noun": 0.9655172413793104, "ud.propn": 0.034482758620689655}
théories	{"ud.noun": 1.0}
théorique	{"ud.adj": 1.0}
théoriquement	{"ud.adv": 1.0}
théoriques	{"ud.adj": 1.0}
théorème	{"ud.noun": 1.0}
théâtre	{"ud.noun": 0.9117647058823529, "ud.propn": 0.08823529411764706}
théâtres	{"ud.noun": 1.0}
tibet	{"ud.propn": 1.0}
tibétain	{"ud.adj": 0.8, "ud.noun": 0.2}
tibétaine	{"ud.adj": 1.0}
tiendra	{"ud.verb": 1.0}
tiennent	{"ud.verb": 1.0}
tient	{"ud.verb": 1.0}
tiers	{"ud.adj": 0.26666666666666666, "ud.noun": 0.6666666666666666, "ud.num": 0.06666666666666667}
timbre	{"ud.noun": 1.0}
time	{"ud.x": 0.25, "ud.propn": 0.75}
times	{"ud.propn": 1.0}
tir	{"ud.noun": 1.0}
tirage	{"ud.noun": 1.0}
tirant	{"ud.verb": 1.0}
tire	{"ud.verb": 1.0}
tirer	{"ud.verb": 1.0}
tireurs	{"ud.noun": 1.0}
tirs	{"ud.noun": 1.0}
tiré	{"ud.verb": 1.0}
tissu	{"ud.noun": 1.0}
tissus	{"ud.noun": 1.0}
tito	{"ud.propn": 1.0}
titre	{"ud.noun": 1.0}
titres	{"ud.noun": 1.0}
titulaire	{"ud.noun": 0.5, "ud.adj": 0.5}
tièdes	{"ud.adj": 1.0}
to	{"ud.x": 0.8, "ud.adp": 0.1, "ud.propn": 0.1}
todd	{"ud.propn": 1.0}
toi	{"ud.pron": 1.0}
toiles	{"ud.noun": 1.0}
toilettes	{"ud.noun": 1.0}
toit	{"ud.noun": 1.0}
toits	{"ud.noun": 1.0}
tokyo	{"ud.propn": 0.8571428571428571, "ud.x": 0.14285714285714285}
tolède	{"ud.propn": 1.0}
tom	{"ud.propn": 1.0}
tomates	{"ud.noun": 1.0}
tombant	{"ud.verb": 1.0}
tombe	{"ud.verb": 0.6842105263157895, "ud.noun": 0.3157894736842105}
tombeau	{"ud.noun": 1.0}
tomber	{"ud.verb": 1.0}
tombes	{"ud.noun": 1.0}
tombé	{"ud.verb": 1.0}
tombée	{"ud.verb": 1.0}
tombés	{"ud.verb": 1.0}
tome	{"ud.propn": 0.25, "ud.noun": 0.75}
tommy	{"ud.propn": 1.0}
ton	{"ud.noun": 0.46153846153846156, "ud.det": 0.5384615384615384}
tonalité	{"ud.noun": 1.0}
tonkin	{"ud.propn": 1.0}
tonnes	{"ud.noun": 1.0}
tony	{"ud.propn": 1.0}
top	{"ud.noun": 0.6666666666666666, "ud.adj": 0.16666666666666666, "ud.propn": 0.1111111111111111, "ud.x": 0.05555555555555555}
toponyme	{"ud.noun": 1.0}
tore	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
torero	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
tories	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
toronto	{"ud.propn": 1.0}
torturé	{"ud.verb": 1.0}
toscane	{"ud.propn": 1.0}
total	{"ud.propn": 0.13157894736842105, "ud.noun": 0.631578947368421, "ud.adj": 0.23684210526315788}
totale	{"ud.adj": 1.0}
totalement	{"ud.adv": 1.0}
totalise	{"ud.verb": 1.0}
totalité	{"ud.noun": 1.0}
touche	{"ud.verb": 0.5833333333333334, "ud.noun": 0.4166666666666667}
touchent	{"ud.verb": 1.0}
toucher	{"ud.verb": 1.0}
touché	{"ud.verb": 1.0}
toujours	{"ud.adv": 1.0}
toulon	{"ud.propn": 1.0}
toulouse	{"ud.propn": 1.0}
tour	{"ud.noun": 0.9636363636363636, "ud.propn": 0.02727272727272727, "ud.x": 0.00909090909090909}
tourisme	{"ud.noun": 0.9, "ud.propn": 0.1}
touristes	{"ud.noun": 1.0}
touristique	{"ud.adj": 1.0}
touristiques	{"ud.adj": 1.0}
tournage	{"ud.noun": 1.0}
tournant	{"ud.noun": 0.7142857142857143, "ud.verb": 0.14285714285714285, "ud.adj": 0.14285714285714285}
tournante	{"ud.adj": 1.0}
tourne	{"ud.verb": 1.0}
tourner	{"ud.verb": 1.0}
tournoi	{"ud.noun": 1.0}
tourné	{"ud.verb": 1.0}
tournée	{"ud.noun": 0.9090909090909091, "ud.verb": 0.09090909090909091}
tournées	{"ud.noun": 0.8333333333333334, "ud.verb": 0.16666666666666666}
tours	{"ud.noun": 0.7647058823529411, "ud.propn": 0.23529411764705882}
tous	{"ud.adj": 0.740909090909091, "ud.pron": 0.17727272727272728, "ud.det": 0.07727272727272727, "ud.adv": 0.004545454545454545}
tout	{"ud.det": 0.2012012012012012, "ud.adv": 0.3783783783783784, "ud.adj": 0.14714714714714713, "ud.pron": 0.21921921921921922, "ud.noun": 0.05405405405405406}
toute	{"ud.det": 0.38461538461538464, "ud.adj": 0.5384615384615384, "ud.adv": 0.06837606837606838, "ud.pron": 0.008547008547008548}
toutefois	{"ud.adv": 1.0}
toutes	{"ud.adj": 0.7073170731707317, "ud.det": 0.17886178861788618, "ud.pron": 0.0975609756097561, "ud.adv": 0.016260162601626018}
toxiques	{"ud.adj": 1.0}
trace	{"ud.noun": 1.0}
traces	{"ud.noun": 1.0}
traction	{"ud.noun": 1.0}
tracé	{"ud.noun": 0.6, "ud.verb": 0.4}
tracés	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
tradition	{"ud.noun": 1.0}
traditionnel	{"ud.adj": 1.0}
traditionnelle	{"ud.adj": 1.0}
traditionnellement	{"ud.adv": 1.0}
traditionnels	{"ud.adj": 1.0}
traditions	{"ud.noun": 1.0}
traducteur	{"ud.noun": 1.0}
traduction	{"ud.noun": 1.0}
traduit	{"ud.verb": 1.0}
traduite	{"ud.verb": 1.0}
traduits	{"ud.verb": 1.0}
trafic	{"ud.noun": 1.0}
trafics	{"ud.noun": 1.0}
tragique	{"ud.adj": 1.0}
trahison	{"ud.noun": 1.0}
trail	{"ud.noun": 1.0}
train	{"ud.noun": 0.8947368421052632, "ud.propn": 0.10526315789473684}
trains	{"ud.noun": 1.0}
trait	{"ud.noun": 1.0}
traite	{"ud.verb": 0.6153846153846154, "ud.noun": 0.38461538461538464}
traitement	{"ud.noun": 1.0}
traitements	{"ud.noun": 1.0}
traiter	{"ud.verb": 1.0}
traiteur	{"ud.noun": 1.0}
traits	{"ud.noun": 1.0}
traité	{"ud.noun": 0.825, "ud.verb": 0.1, "ud.propn": 0.075}
traités	{"ud.noun": 0.42857142857142855, "ud.adj": 0.14285714285714285, "ud.verb": 0.42857142857142855}
trajectoire	{"ud.noun": 1.0}
trajet	{"ud.noun": 1.0}
trame	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
tramway	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
tranche	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
tranchées	{"ud.noun": 1.0}
tranquille	{"ud.adj": 1.0}
tranquillement	{"ud.adv": 1.0}
transactions	{"ud.x": 0.25, "ud.noun": 0.75}
transept	{"ud.noun": 1.0}
transfert	{"ud.noun": 1.0}
transforma	{"ud.verb": 1.0}
transformation	{"ud.noun": 1.0}
transformations	{"ud.noun": 1.0}
transforment	{"ud.verb": 1.0}
transformer	{"ud.verb": 1.0}
transformé	{"ud.verb": 1.0}
transformée	{"ud.verb": 1.0}
transféré	{"ud.verb": 1.0}
transit	{"ud.noun": 1.0}
transition	{"ud.noun": 1.0}
transmet	{"ud.verb": 1.0}
transmettre	{"ud.verb": 1.0}
transmission	{"ud.noun": 1.0}
transparence	{"ud.noun": 1.0}
transport	{"ud.noun": 0.9666666666666667, "ud.propn": 0.03333333333333333}
transporter	{"ud.verb": 1.0}
transports	{"ud.noun": 1.0}
traumatisme	{"ud.noun": 1.0}
travail	{"ud.noun": 0.9885057471264368, "ud.propn": 0.011494252873563218}
travaillant	{"ud.verb": 1.0}
travaille	{"ud.verb": 1.0}
travaillent	{"ud.verb": 1.0}
travailler	{"ud.verb": 1.0}
travailleurs	{"ud.noun": 1.0}
travaillé	{"ud.verb": 1.0}
travaux	{"ud.noun": 1.0}
travers	{"ud.noun": 0.9736842105263158, "ud.propn": 0.02631578947368421}
traversant	{"ud.verb": 1.0}
traverse	{"ud.verb": 1.0}
traversent	{"ud.verb": 1.0}
traverser	{"ud.verb": 1.0}
traversé	{"ud.verb": 1.0}
traversée	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
travestissement	{"ud.noun": 1.0}
travées	{"ud.noun": 1.0}
tree	{"ud.propn": 1.0}
treize	{"ud.num": 1.0}
treizième	{"ud.adj": 1.0}
trek	{"ud.propn": 1.0}
trentaine	{"ud.num": 0.2222222222222222, "ud.noun": 0.7777777777777778}
trente	{"ud.num": 0.875, "ud.propn": 0.125}
trente-quatre	{"ud.num": 1.0}
triangle	{"ud.noun": 1.0}
tribu	{"ud.noun": 1.0}
tribunal	{"ud.propn": 0.11764705882352941, "ud.noun": 0.8823529411764706}
tribunaux	{"ud.noun": 1.0}
tribune	{"ud.propn": 0.2222222222222222, "ud.noun": 0.7777777777777778}
tribus	{"ud.noun": 1.0}
tribut	{"ud.noun": 1.0}
tributaire	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
trieste	{"ud.propn": 1.0}
trilogie	{"ud.noun": 1.0}
trimestre	{"ud.noun": 1.0}
trinité	{"ud.propn": 1.0}
trio	{"ud.propn": 0.2222222222222222, "ud.noun": 0.7777777777777778}
triomphant	{"ud.adj": 0.75, "ud.verb": 0.25}
triomphe	{"ud.noun": 0.75, "ud.propn": 0.25}
triple	{"ud.adj": 0.25, "ud.propn": 0.75}
triplé	{"ud.noun": 1.0}
tripoli	{"ud.propn": 1.0}
triste	{"ud.adj": 1.0}
trois	{"ud.num": 0.9902912621359223, "ud.pron": 0.009708737864077669}
troisième	{"ud.adj": 0.9342105263157895, "ud.noun": 0.06578947368421052}
trombone	{"ud.noun": 1.0}
trompettiste	{"ud.noun": 1.0}
tronçon	{"ud.noun": 1.0}
trop	{"ud.adv": 1.0}
trophée	{"ud.noun": 0.8, "ud.propn": 0.2}
tropicale	{"ud.adj": 1.0}
tropicales	{"ud.adj": 1.0}
trou	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
trouble	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
troubles	{"ud.noun": 0.7142857142857143, "ud.x": 0.14285714285714285, "ud.adj": 0.14285714285714285}
troupe	{"ud.noun": 1.0}
troupes	{"ud.noun": 1.0}
trouva	{"ud.verb": 1.0}
trouvait	{"ud.verb": 1.0}
trouvant	{"ud.verb": 1.0}
trouve	{"ud.verb": 1.0}
